Mon Feb 10 17:35:59 2025    profile_output.prof

         25979773 function calls (23642197 primitive calls) in 95.415 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/sysconfig.py:110(_getuserbase)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/integrate/_ivp/rk.py:407(DOP853)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/seaborn/distributions.py:99(_DistributionPlotter)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/eye_minus_inv.py:49(eye_minus_inv)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/elementwise/log_normcdf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:4192(gompertz_gen)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/linalg/_decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/commutation_checker.py:21(CommutationChecker)
        6    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/standard_gates/ryy.py:81(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/qp_solvers/copt_qpif.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/quad_form.py:35(QuadForm)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/elementwise/abs.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_new_distributions.py:339(_moment_raw_formula)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:12351(rel_breitwigner_gen)
        5    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/numeric.py:1444(_moveaxis_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/typing.py:650(ClassVar)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/polynomial/hermite_e.py:1599(HermiteE)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_multivariate.py:392(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/interpolate/_fitpack2.py:73(UnivariateSpline)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/ndimage/_ni_support.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/_uarray/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tfqmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/f2py/func2subr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/stevedore/extension.py:77(ExtensionManager)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/routing/commuting_2q_gate_routing/commuting_2q_gate_router.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/dill/temp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/synthesis/permutation/permutation_reverse_lnn.py:1(<module>)
        1    0.000    0.000    0.039    0.039 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/quantum_info/states/quantum_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/controlflow/for_loop.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/legend_handler.py:62(__init__)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/rcsetup.py:272(validate_backend)
       58    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/pathlib.py:176(_select_from)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/conic_solvers/cbc_conif.py:27(CBC)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:6443(logistic_gen)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/special/_spherical_bessel.py:14(decorator)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/quantum_volume.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/arithmetic/polynomial_pauli_rotations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/seaborn/_core/rules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/osqp/interface.py:17(OSQP)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/elementwise/elementwise.py:27(Elementwise)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:507(alpha_gen)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/patches.py:2745(ConnectionStyle)
       46    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/dill/_dill.py:478(proxy)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/quantumcircuit.py:5258(u)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/layout_engine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ipaddress.py:1914(IPv6Address)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/qp_solvers/highs_qpif.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/routing/stochastic_swap.py:48(StochasticSwap)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/_pyio.py:1749(close)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/extras.py:1794(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/http/client.py:817(HTTPConnection)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/elementwise/entr.py:27(entr)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:3535(gamma_gen)
        1    0.000    0.000    0.002    0.002 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/_threadsafety.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/scheduler/config.py:22(ScheduleConfig)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/norm_inf.py:25(norm_inf)
        2    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/warnings.py:120(_formatwarnmsg)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/synthesis/evolution/lie_trotter.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/dill/logger.py:177(__init__)
       36    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/solving_chain.py:252(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/optimize/_trustregion_constr/qp_subproblem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/optimize/_trustregion_constr/canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/expressions/cvxtypes.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/unittest/case.py:388(__init_subclass__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/dill/pointers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/quantum_info/analysis/average.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/standard_gates/x.py:1095(MCXGate)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/backends/backend_agg.py:362(FigureCanvasAgg)
        3    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/dateutil/tz/_common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/patches.py:1595(Ellipse)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/PIL/ExifTags.py:305(GPS)
       42    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/numeric.py:1181(_roll_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/seaborn/_core/scales.py:55(Scale)
        1    0.000    0.000    0.024    0.024 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/arrays/arrow/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/quad_over_lin.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_rcont/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_discrete_distns.py:961(poisson_gen)
       13    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/enum.py:1394(_iter_member_by_value_)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1367(__iter__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/io/excel/_openpyxl.py:533(OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/array_algos/putmask.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/elementwise/kl_div.py:27(kl_div)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/sum_largest.py:26(sum_largest)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/result/mitigation/base_readout_mitigator.py:23(BaseReadoutMitigator)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/defusedxml/common.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/scheduling/padding/__init__.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/legend_handler.py:171(__init__)
        8    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/dateutil/relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_mathtext.py:434(BakomaFonts)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/constraints/power.py:158(PowConeND)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/unittest/result.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/result/mitigation/base_readout_mitigator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/generalized_gates/uc_pauli_rot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/generalized_gates/uc_pauli_rot.py:32(UCPauliRotGate)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/colors.py:1513(BivarColormap)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/io/sql.py:1602(SQLDatabase)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/tools/times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/qp_solvers/gurobi_qpif.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/conic_solvers/conic_solver.py:99(ConicSolver)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/elementwise/minimum.py:24(minimum)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/spatial/transform/_rotation_spline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/dill/objtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/standard_gates/t.py:27(TGate)
        2    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/user_config.py:247(get_config)
        5    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/re/_parser.py:1004(addliteral)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:2046(ArrowDtype)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/ecos/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/dotsort.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/affine/wraps.py:23(Wrap)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/scheduling/alap.py:1(<module>)
